subj_no,stim_cond,percept_acc,d-prime,c,beta,conf,c_conf,ic_conf,percept_rt,conf_rt,threshold
20,6.0,0.66,1.0240175765693127,-0.6629780037814338,0.5071740051993865,3.08,3.272727272727273,2.7058823529411766,568.66,228.76,2.520656927724424
20,7.0,0.63,0.7411875130614444,-0.4710274770421921,0.7053087108441578,2.9,2.9047619047619047,2.891891891891892,522.22,240.41,2.520656927724424
20,8.0,0.91,2.7297603866629436,-0.18989340126538168,0.5954942866359619,3.74,3.769230769230769,3.4444444444444446,599.37,239.14,2.520656927724424
20,9.0,0.84,2.1981189999897706,-0.45571409460196827,0.36724950568933495,3.39,3.4761904761904763,2.9375,567.33,250.9,2.520656927724424
20,10.0,0.87,2.396394828169768,-0.35657618051196965,0.42549702837849757,3.29,3.4597701149425286,2.1538461538461537,603.26,233.7,2.520656927724424
20,11.0,0.7,1.1807530613264257,-0.48994281015174307,0.5607380183698287,3.1,3.1857142857142855,2.9,642.36,266.94,2.520656927724424
20,12.0,0.81,1.766651097398438,-0.11113233451053417,0.8217393220184083,3.32,3.4444444444444446,2.789473684210526,527.22,227.33,2.520656927724424
20,13.0,0.66,0.8452388845347678,-0.22072596312553305,0.829803654632527,3.16,3.272727272727273,2.9411764705882355,600.98,271.9,2.520656927724424
20,14.0,0.73,1.2999386713091505,-0.3444885475551779,0.6390235410750906,2.95,2.9452054794520546,2.962962962962963,601.94,225.19,2.520656927724424
20,15.0,0.62,0.7411107800739534,-0.6239024931727765,0.6297824331768225,2.95,3.096774193548387,2.710526315789474,578.99,268.69,2.520656927724424
21,0.0,0.87,2.522879285440854,-0.4892464285317422,0.291035600728976,3.38,3.528735632183908,2.3846153846153846,636.78,197.15,2.63276317892847
21,1.0,0.7,1.4543398740853837,-0.8276036575541617,0.3001067605536582,3.11,3.3285714285714287,2.6,561.66,191.73,2.63276317892847
21,2.0,0.79,1.699387304774131,-0.3252931396790246,0.5753371674285545,3.18,3.3037974683544302,2.7142857142857144,499.35,175.11,2.63276317892847
21,3.0,0.75,1.406921012651158,-0.2909973768841742,0.6640417040560225,2.91,3.08,2.4,613.3,212.65,2.63276317892847
21,4.0,0.79,1.8175346897510376,-0.49630421543411407,0.4057369936350755,3.12,3.3797468354430378,2.142857142857143,562.19,227.94,2.63276317892847
21,5.0,0.72,1.3819852860560702,-0.5905589225165653,0.442133351815478,2.79,2.9166666666666665,2.4642857142857144,542.62,219.89,2.63276317892847
21,6.0,0.71,1.196351362351604,-0.39628220203395115,0.6224495162789377,2.96,3.140845070422535,2.5172413793103448,700.65,208.68,2.63276317892847
21,7.0,0.63,0.7220396307239512,-0.4111733988267092,0.7431305901674997,2.71,2.8412698412698414,2.4864864864864864,511.47,197.2,2.63276317892847
21,8.0,0.78,1.694014694986005,-0.4345442180515978,0.47896665824378704,3.15,3.2948717948717947,2.6363636363636362,514.01,187.95,2.63276317892847
21,9.0,0.64,0.7914676501081807,-0.44588740851882397,0.702643618563198,2.82,2.890625,2.6944444444444446,502.2,203.76,2.63276317892847
21,10.0,0.73,1.376880271207941,-0.48654665646211964,0.511751311174705,2.64,2.8493150684931505,2.074074074074074,485.4,190.4,2.63276317892847
21,11.0,0.65,0.8940241626982832,-0.5474458018606115,0.6129758289148289,2.87,2.876923076923077,2.857142857142857,518.11,207.33,2.63276317892847
21,12.0,0.82,1.8812893549061775,-0.23434211461300136,0.6434793609168218,3.02,3.158536585365854,2.388888888888889,564.59,281.92,2.63276317892847
21,13.0,0.6,0.55533334734331,-0.4286358891684324,0.7881744714807496,2.82,3.0,2.55,681.71,228.02,2.63276317892847
21,14.0,0.64,0.7914676501081807,-0.44588740851882397,0.702643618563198,2.29,2.515625,1.8888888888888888,487.89,213.1,2.63276317892847
21,15.0,0.63,0.6934989888576506,-0.29659591096409166,0.8140862467509037,2.31,2.492063492063492,2.0,505.68,194.61,2.63276317892847
22,0.0,0.89,3.0985410882295255,0.777077329926078,11.109560406618334,3.07,3.0786516853932584,3.0,1290.36,133.93,3.4688407953469502
22,1.0,0.71,1.9027796951350457,1.1023590630643,8.146158300480291,2.95,2.943661971830986,2.9655172413793105,486.23,140.81,3.4688407953469502
22,2.0,0.81,2.4122077038830168,0.8476450586903146,7.726808772868034,3.01,3.049382716049383,2.8421052631578947,475.45,159.5,3.4688407953469502
22,3.0,0.74,2.053748910631823,1.0268744553159115,8.23952168220729,2.93,2.9054054054054053,3.0,497.25,120.54,3.4688407953469502
22,4.0,0.77,2.2047181261286,0.9513898475675228,8.146158300480291,2.99,3.012987012987013,2.9130434782608696,2076.31,141.48,3.4688407953469502
22,5.0,0.71,1.9027796951350457,1.1023590630643,8.146158300480291,2.88,2.9014084507042255,2.8275862068965516,452.15,118.27,3.4688407953469502
22,6.0,0.71,1.5046200111321197,0.8024635890307936,3.3447861967092307,2.75,2.7746478873239435,2.689655172413793,498.31,123.68,3.4688407953469502
22,7.0,0.63,1.0870747954823452,1.011236196855681,3.0020319674774365,2.88,2.9206349206349205,2.810810810810811,467.75,150.96,3.4688407953469502
22,8.0,0.84,2.5781494233398634,0.7646741989618911,7.1810409028647895,2.95,3.011904761904762,2.625,455.8,130.11,3.4688407953469502
22,9.0,0.75,2.3263478740408408,1.1631739370204204,14.968488362247689,2.92,2.933333333333333,2.88,497.31,129.13,3.4688407953469502
22,10.0,0.76,1.9016552867489471,0.7998584278776961,4.5770514748462965,2.93,2.986842105263158,2.75,506.62,146.78,3.4688407953469502
22,11.0,0.65,0.9730933129242393,0.6884401356039705,1.954074133595358,2.81,2.8461538461538463,2.742857142857143,460.2,133.04,3.4688407953469502
22,12.0,0.76,1.9016552867489471,0.7998584278776961,4.5770514748462965,2.83,2.8157894736842106,2.875,440.12,117.12,3.4688407953469502
22,13.0,0.7,1.5997168557553925,0.9508276433744735,4.5770514748462965,2.76,2.742857142857143,2.8,699.87,155.54,3.4688407953469502
22,14.0,0.56,0.3597300847472801,0.5923281718150448,1.2374814970191712,2.65,2.6607142857142856,2.6363636363636362,482.74,458.23,3.4688407953469502
22,15.0,0.6,0.5882741304371144,0.547484168354357,1.3799824380904808,2.56,2.5,2.65,489.58,145.46,3.4688407953469502
23,0.0,0.84,2.1113741231497203,-0.34938449873477273,0.4782214402427312,3.51,3.6547619047619047,2.75,418.0,174.35,3.538743509973051
23,1.0,0.74,2.276194290576107,-1.1882507287527873,0.06689108866312947,3.19,3.324324324324324,2.8076923076923075,517.84,228.14,3.538743509973051
23,2.0,0.89,3.0985410882295255,-0.777077329926078,0.09001256245965114,3.45,3.561797752808989,2.5454545454545454,451.6,201.12,3.538743509973051
23,3.0,0.65,1.3382229418107643,-1.081574600346787,0.23518379986288174,3.27,3.3230769230769233,3.1714285714285713,574.83,238.54,3.538743509973051
23,4.0,0.83,2.27508658396021,-0.6131427792720642,0.24784470680873932,3.18,3.3373493975903616,2.411764705882353,1432.09,198.33,3.538743509973051
23,5.0,0.65,1.3382229418107643,-1.081574600346787,0.23518379986288174,3.13,3.3076923076923075,2.8,566.62,248.92,3.538743509973051
23,6.0,0.72,1.7005324877874355,-0.9004198273584515,0.2162774577294767,2.95,3.0694444444444446,2.642857142857143,638.0,228.99,3.538743509973051
23,7.0,0.62,0.8690884361031954,-0.8470073474930027,0.4789666582437871,2.82,3.064516129032258,2.4210526315789473,541.67,259.01,3.538743509973051
23,8.0,0.78,2.004033174387969,-0.7486694840581848,0.22305018618065683,3.22,3.282051282051282,3.0,708.98,243.21,3.538743509973051
23,9.0,0.63,1.0870747954823452,-1.011236196855681,0.333107711987586,3.09,3.365079365079365,2.6216216216216215,522.9,210.37,3.538743509973051
23,10.0,0.86,2.326966808785538,-0.39129019020408434,0.4023152534204892,3.04,3.116279069767442,2.5714285714285716,496.61,214.58,3.538743509973051
23,11.0,0.64,1.1423104651554485,-0.9836183620191292,0.3251080960722086,2.74,3.0,2.2777777777777777,1007.33,247.5,3.538743509973051
23,12.0,0.82,2.466212040073227,-0.8206428905952089,0.13214184138293658,2.96,3.158536585365854,2.0555555555555554,590.82,281.79,3.538743509973051
23,13.0,0.67,1.2031780811677821,-0.8034825197257418,0.3803236963612702,2.75,2.925373134328358,2.393939393939394,674.34,372.87,3.538743509973051
23,14.0,0.6,0.6678562113735509,-0.7463912351281804,0.6074520587646788,2.28,2.4166666666666665,2.075,733.84,228.22,3.538743509973051
23,15.0,0.61,0.7625236626246852,-0.7937249607537475,0.5459466251285026,2.12,2.1475409836065573,2.076923076923077,483.68,237.69,3.538743509973051
24,0.0,0.83,2.13761510186807,-0.48596604366281865,0.3538761258980479,3.5,3.5783132530120483,3.1176470588235294,535.6,266.51,4.287211285040312
24,1.0,0.71,1.4050715603096329,-0.7025357801548164,0.3726509662301445,3.4,3.3943661971830985,3.413793103448276,542.43,246.73,4.287211285040312
24,2.0,0.74,2.276194290576107,-1.1882507287527873,0.06689108866312947,3.23,3.4594594594594597,2.576923076923077,673.38,289.51,4.287211285040312
24,3.0,0.69,1.2313979820798666,-0.6658525745046671,0.44046269871710925,2.91,3.1449275362318843,2.3870967741935485,572.21,270.05,4.287211285040312
24,4.0,0.71,1.6502523507406994,-0.9255598958818195,0.21709778736446164,2.25,2.535211267605634,1.5517241379310345,516.67,260.04,4.287211285040312
24,5.0,0.53,0.18190205013204674,-0.615351537774064,0.8941035289909234,2.04,2.1320754716981134,1.9361702127659575,515.07,223.93,4.287211285040312
24,6.0,0.53,0.2870936823348472,-1.1380047243771767,0.7212900263917439,1.4,1.490566037735849,1.297872340425532,469.9,238.77,4.287211285040312
24,7.0,0.49,-0.0946674512511343,-1.1276530664405229,1.1126583273991288,1.5,1.5510204081632653,1.4509803921568627,404.83,227.58,4.287211285040312
24,8.0,0.72,2.1753786585440635,-1.238658544768809,0.06757269054938898,3.3,3.3055555555555554,3.2857142857142856,650.13,298.0,4.287211285040312
24,9.0,0.72,1.9533151901203527,-1.0770913155716462,0.12197992123278416,3.32,3.3194444444444446,3.3214285714285716,513.27,313.57,4.287211285040312
24,10.0,0.55,0.6703667304372134,-1.4155027060335625,0.3871643802494539,1.42,1.5454545454545454,1.2666666666666666,507.25,239.54,4.287211285040312
24,11.0,0.57,1.0592910274220695,-1.5241033969207878,0.19899629884057446,1.74,1.894736842105263,1.5348837209302326,421.94,244.22,4.287211285040312
24,12.0,0.62,1.0303730818888128,-1.039587053652447,0.3426099960930221,1.59,1.7419354838709677,1.3421052631578947,430.73,225.36,4.287211285040312
24,13.0,0.58,1.1383838227890086,-1.4845569992373182,0.18452032260629633,1.76,1.8620689655172413,1.619047619047619,493.95,246.24,4.287211285040312
24,14.0,0.51,0.14970203428722062,-1.4799225774532432,0.8012779243014121,1.17,1.2156862745098038,1.1224489795918366,457.33,173.88,4.287211285040312
24,15.0,0.5,0.0,-2.0537489106318225,1.0,1.1,1.16,1.04,413.54,231.22,4.287211285040312
25,0.0,0.98,4.07703394529301,-0.28783090139433554,0.30928368293841313,3.43,3.438775510204082,3.0,545.06,428.87,3.580025804035002
25,1.0,0.79,1.663160848086172,-0.24873891677186982,0.6612040235894134,3.22,3.2025316455696204,3.2857142857142856,575.56,428.58,3.580025804035002
25,2.0,0.89,2.5492314778066065,-0.2801578556935502,0.48958987678999827,3.23,3.2808988764044944,2.8181818181818183,580.4,514.0,3.580025804035002
25,3.0,0.82,1.8360791167826673,0.07641832481841943,1.1506305429576051,3.23,3.268292682926829,3.0555555555555554,626.35,442.68,3.580025804035002
25,4.0,0.93,2.9598451549064864,0.07485101714361031,1.2480064278219598,3.25,3.2580645161290325,3.142857142857143,752.67,420.94,3.580025804035002
25,5.0,0.81,1.756986321415728,-0.0368719271349498,0.9372703870454504,3.09,3.1481481481481484,2.8421052631578947,688.68,460.06,3.580025804035002
25,6.0,0.83,1.909822971052567,0.03954639768346968,1.0784519343441914,3.17,3.2048192771084336,3.0,652.79,421.35,3.580025804035002
25,7.0,0.66,0.8452388845347677,0.2207259631255331,1.2051043574191576,2.99,3.0,2.9705882352941178,733.59,448.7,3.580025804035002
25,8.0,0.87,2.3204366481524468,0.24485323623340954,1.765027767885845,3.27,3.32183908045977,2.923076923076923,543.17,439.32,3.580025804035002
25,9.0,0.84,1.9956844286577695,0.08247712648607103,1.1789194717370368,3.23,3.261904761904762,3.0625,665.67,433.61,3.580025804035002
25,10.0,0.83,1.9219405743878701,0.11934905362102077,1.2578221696018101,3.15,3.180722891566265,3.0,621.51,432.63,3.580025804035002
25,11.0,0.72,1.2208458759422114,0.3049421498717083,1.4510499038964917,3.23,3.1527777777777777,3.4285714285714284,662.9,446.83,3.580025804035002
25,12.0,0.8,1.7007604460498404,0.14407766018483287,1.2776744449607855,3.04,3.1125,2.75,676.81,474.97,3.580025804035002
25,13.0,0.75,1.355034721459901,-0.0946758534587343,0.8795990778112159,3.08,3.1466666666666665,2.88,770.03,481.11,3.580025804035002
25,14.0,0.51,0.050280137046736215,-0.07529365198810178,0.9962213818715354,2.7,2.784313725490196,2.6122448979591835,715.06,423.53,3.580025804035002
25,15.0,0.58,0.40591450861086725,0.10252353379396376,1.0424938650621425,2.75,2.810344827586207,2.6666666666666665,1144.18,439.39,3.580025804035002
26,0.0,0.79,1.613814447761599,-0.034714009692114745,0.9455183622636555,1.4,1.4050632911392404,1.380952380952381,556.34,309.81,2.620625473689182
26,1.0,0.67,0.942054954084384,-0.3705937565307223,0.7053087108441577,1.27,1.3432835820895523,1.121212121212121,535.58,336.54,2.620625473689182
26,2.0,0.72,1.3259560075628674,-0.5120087882846565,0.5071740051993865,1.28,1.3333333333333333,1.1428571428571428,469.03,297.36,2.620625473689182
26,3.0,0.67,0.942054954084384,-0.3705937565307223,0.7053087108441577,1.27,1.2537313432835822,1.303030303030303,512.35,437.51,2.620625473689182
26,4.0,0.77,1.7105523484090304,-0.5497953861051177,0.39045061301748213,1.28,1.2857142857142858,1.2608695652173914,526.25,322.87,2.620625473689182
26,5.0,0.6,0.517852382579242,-0.20877260782488738,0.897525818072015,1.31,1.3166666666666667,1.3,533.91,317.54,2.620625473689182
26,6.0,0.61,0.813852766430092,-0.8746251823295543,0.49075212082842584,1.19,1.2459016393442623,1.1025641025641026,440.76,292.91,2.620625473689182
26,7.0,0.54,0.30812612662627104,-0.9262562775018204,0.7517106830474923,1.14,1.1666666666666667,1.108695652173913,584.6,295.17,2.620625473689182
26,8.0,0.82,1.8525125550036408,-0.15406306331313552,0.7517106830474923,1.31,1.3414634146341464,1.1666666666666667,605.11,376.08,2.620625473689182
26,9.0,0.61,0.5931918219281833,-0.3467494944288253,0.8140862467509037,1.23,1.2950819672131149,1.1282051282051282,529.81,318.09,2.620625473689182
26,10.0,0.72,1.3259560075628674,-0.5120087882846565,0.5071740051993865,1.22,1.2083333333333333,1.25,478.47,335.79,2.620625473689182
26,11.0,0.59,0.518846111052885,-0.5127701586622423,0.7664017241257373,1.22,1.2203389830508475,1.2195121951219512,574.14,347.87,2.620625473689182
26,12.0,0.69,1.0948916037212229,-0.4470120813491417,0.6129758289148289,1.28,1.2753623188405796,1.2903225806451613,487.98,310.76,2.620625473689182
26,13.0,0.63,0.7643958723460365,-0.5331671516697956,0.665277674388497,1.19,1.2222222222222223,1.135135135135135,536.8,318.41,2.620625473689182
26,14.0,0.61,1.1073406658592524,-1.197015738322543,0.2656689737637269,1.1,1.1147540983606556,1.0769230769230769,503.32,320.03,2.620625473689182
26,15.0,0.55,0.37401677797486843,-0.8933109518275216,0.7159726694335713,1.09,1.1272727272727272,1.0444444444444445,476.68,344.47,2.620625473689182
27,0.0,0.95,3.458820470941456,0.32433867516109505,3.0704657161487727,3.32,3.389473684210526,2.0,501.72,207.12,2.83809158813893
27,1.0,0.89,2.6660511590949834,0.41766049170467795,3.0450101607421844,2.75,2.853932584269663,1.9090909090909092,610.9,233.14,2.83809158813893
27,2.0,0.97,3.8044349818839924,0.15153141968982686,1.7797829771520886,3.1,3.1443298969072164,1.6666666666666667,530.22,217.84,2.83809158813893
27,3.0,0.75,1.3496479682330045,0.03147857872358523,1.0434004050594299,2.45,2.6133333333333333,1.96,611.73,207.99,2.83809158813893
27,4.0,0.93,3.0322376367967694,-0.23456725285378444,0.4910233224275427,2.73,2.774193548387097,2.142857142857143,575.39,191.07,2.83809158813893
27,5.0,0.77,1.478495777028772,-0.0329453256742987,0.9524577547986461,2.34,2.4025974025974026,2.130434782608696,613.97,208.98,2.83809158813893
27,6.0,0.81,1.8643930728158167,-0.3493550291366921,0.5213492604502835,2.35,2.4814814814814814,1.7894736842105263,714.63,208.92,2.83809158813893
27,7.0,0.63,0.6934989888576506,-0.29659591096409166,0.8140862467509037,2.18,2.1904761904761907,2.1621621621621623,712.69,184.7,2.83809158813893
27,8.0,0.96,3.6085225052286765,0.24948765801748474,2.4602963956743373,3.03,3.0833333333333335,1.75,596.85,181.31,2.83809158813893
27,9.0,0.82,1.9879130675808492,0.41111502651920834,2.2642892969057233,2.41,2.5609756097560976,1.7222222222222223,609.42,181.6,2.83809158813893
27,10.0,0.91,2.7297603866629436,0.18989340126538168,1.6792772364772002,2.56,2.6373626373626373,1.7777777777777777,540.13,204.42,2.83809158813893
27,11.0,0.66,0.8249262588828097,-8.326672684688674e-17,0.9999999999999999,1.99,2.0454545454545454,1.8823529411764706,740.78,191.25,2.83809158813893
27,12.0,0.82,1.8360791167826673,-0.07641832481841948,0.8690886976019068,2.39,2.5365853658536586,1.7222222222222223,606.91,190.49,2.83809158813893
27,13.0,0.76,1.4397656005508548,0.19548228756738667,1.3250479840456195,2.07,2.1578947368421053,1.7916666666666667,761.37,193.1,2.83809158813893
27,14.0,0.66,0.829881300807438,-0.10945986230432164,0.913164999003466,1.73,1.7878787878787878,1.6176470588235294,722.2,165.96,2.83809158813893
27,15.0,0.63,0.6753697282048179,-0.18671564860563172,0.8815248412790359,1.55,1.5238095238095237,1.5945945945945945,786.27,174.76,2.83809158813893
28,0.0,0.93,2.9598451549064864,-0.07485101714361031,0.8012779243014121,2.65,2.6989247311827955,2.0,655.39,413.95,2.946059578187266
28,1.0,0.83,1.9471800062547748,-0.20139678893870266,0.6755988469565836,2.23,2.36144578313253,1.588235294117647,717.16,399.73,2.946059578187266
28,2.0,0.93,2.9598451549064864,-0.07485101714361031,0.8012779243014121,2.74,2.849462365591398,1.2857142857142858,603.64,361.0,2.946059578187266
28,3.0,0.79,1.7492503646591087,-0.40692638321504604,0.4907521208284258,2.14,2.2658227848101267,1.6666666666666667,658.11,368.39,2.946059578187266
28,4.0,0.86,2.456988634092257,-0.5221917542060409,0.2771991148367957,2.54,2.7093023255813953,1.5,699.33,393.85,2.946059578187266
28,5.0,0.76,1.5870323536439979,-0.4880353887226015,0.46092130680699767,2.16,2.3026315789473686,1.7083333333333333,697.37,352.35,2.946059578187266
28,6.0,0.89,2.6660511590949834,-0.4176604917046776,0.3284061291132976,2.38,2.50561797752809,1.3636363636363635,718.12,392.45,2.946059578187266
28,7.0,0.65,0.9730933129242394,-0.6884401356039704,0.511751311174705,2.06,2.292307692307692,1.6285714285714286,761.26,446.62,2.946059578187266
28,8.0,0.98,4.07703394529301,-0.28783090139433554,0.30928368293841313,2.96,2.989795918367347,1.5,620.64,363.97,2.946059578187266
28,9.0,0.84,1.99568442865777,-0.08247712648607092,0.8482343569460142,2.3,2.4285714285714284,1.625,753.63,357.19,2.946059578187266
28,10.0,0.84,1.99568442865777,-0.08247712648607092,0.8482343569460142,2.34,2.488095238095238,1.5625,769.96,362.68,2.946059578187266
28,11.0,0.73,1.254084363014319,0.21457905206575464,1.3087863191324278,2.29,2.4794520547945207,1.7777777777777777,797.53,376.27,2.946059578187266
28,12.0,0.86,2.1969166533874143,0.1830932388508933,1.4951710059532521,2.55,2.63953488372093,2.0,680.03,379.02,2.946059578187266
28,13.0,0.67,0.8828593059592345,-0.08297085972842344,0.929366975934534,2.11,2.4029850746268657,1.5151515151515151,831.69,323.7,2.946059578187266
28,14.0,0.71,1.1110442045074251,-0.08782330313920436,0.9070337926318945,2.13,2.3943661971830985,1.4827586206896552,827.72,355.39,2.946059578187266
28,15.0,0.71,1.1187656922814921,-0.14691971669934134,0.8484291156605928,1.87,1.9577464788732395,1.6551724137931034,903.91,390.58,2.946059578187266
29,0.0,0.98,4.107497821263646,2.220446049250313e-16,1.0000000000000009,3.25,3.2857142857142856,1.5,829.76,319.9,3.233837222488649
29,1.0,0.85,2.1231727991175147,0.21996516598584304,1.595239779917156,2.59,2.776470588235294,1.5333333333333334,1491.47,337.87,3.233837222488649
29,2.0,0.95,3.458820470941456,0.32433867516109505,3.0704657161487727,2.84,2.8947368421052633,1.8,1086.09,378.6,3.233837222488649
29,3.0,0.82,1.8525125550036408,0.15406306331313552,1.3302990399789503,2.43,2.597560975609756,1.6666666666666667,1911.14,462.41,3.233837222488649
29,4.0,0.89,2.4565383576106905,0.053282386739255116,1.1398426502803116,2.43,2.5842696629213484,1.1818181818181819,1315.34,364.21,3.233837222488649
29,5.0,0.84,1.9889157664195063,-0.0,1.0,2.1,2.261904761904762,1.25,1477.65,364.53,3.233837222488649
29,6.0,0.89,2.4565383576106905,-0.053282386739255116,0.8773140746699368,2.15,2.258426966292135,1.2727272727272727,1508.72,407.9,3.233837222488649
29,7.0,0.75,1.3496479682330045,-0.03147857872358523,0.958404841660994,1.76,1.8666666666666667,1.44,1787.16,420.5,3.233837222488649
29,8.0,0.95,3.607899439585441,0.5223981542481202,6.584773958984664,3.11,3.1789473684210527,1.8,757.64,349.69,3.233837222488649
29,9.0,0.75,2.1039024940965567,1.0017976635835446,8.229165424064993,2.56,2.8266666666666667,1.76,1394.38,402.57,3.233837222488649
29,10.0,0.87,2.5228792854408546,0.48924642853174244,3.4360057583856927,2.31,2.425287356321839,1.5384615384615385,1304.51,363.64,3.233837222488649
29,11.0,0.73,1.6049271780615872,0.7523100055660599,3.3447861967092307,2.06,2.219178082191781,1.6296296296296295,1737.33,325.93,3.233837222488649
29,12.0,0.9,2.745143954461923,0.37811409402120827,2.8235010423472056,2.32,2.433333333333333,1.3,1048.09,436.39,3.233837222488649
29,13.0,0.72,1.3819852860560702,0.5905589225165653,2.2617610634751313,2.01,2.1944444444444446,1.5357142857142858,1545.81,341.16,3.233837222488649
29,14.0,0.69,1.043514712714765,0.3198638772155317,1.3962396545785776,1.54,1.6666666666666667,1.2580645161290323,1617.47,326.88,3.233837222488649
29,15.0,0.6,0.5244005127080409,0.26220025635402044,1.147399352497802,1.61,1.7833333333333334,1.35,1881.61,365.71,3.233837222488649
